graph1,graph2,2411,2412,6231
"4-methylbenz[a]anthracene","1-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","benzo[b]chrysene",16,20,10
"4-methylbenz[a]anthracene","2-methylpyrene",14,20,10
"4-methylbenz[a]anthracene","picene",18,24,12
"4-methylbenz[a]anthracene","1,6-dimethylbenzo[a]pyrene",18,24,12
"4-methylbenz[a]anthracene","dibenzo[c,g]phenanthrene",20,28,14
"4-methylbenz[a]anthracene","1,3-dimethylbenzo[a]pyrene",16,20,10
"4-methylbenz[a]anthracene","2-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","8-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","5-methylbenzo[c]phenanthrene",4,8,4
"4-methylbenz[a]anthracene","dibenz[a,c]anthracene",18,24,12
"4-methylbenz[a]anthracene","3-methylbenzo[a]pyrene",11,14,7
"4-methylbenz[a]anthracene","6,12-dimethylbenz[a]anthracene",7,10,5
"4-methylbenz[a]anthracene","5-methylchrysene",4,8,4
"4-methylbenz[a]anthracene","5,8-dimethylbenzo[c]phenanthrene",9,14,7
"4-methylbenz[a]anthracene","chrysene",7,10,5
"4-methylbenz[a]anthracene","10-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","5-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","1,4-dimethylbenzo[a]pyrene",18,24,12
"4-methylbenz[a]anthracene","dibenzo[b,g]phenanthrene",18,24,12
"4-methylbenz[a]anthracene","naphtho(2,3-a)pyrene",27,34,17
"4-methylbenz[a]anthracene","6,8,12-trimethylbenz[a]anthracene",12,16,8
"4-methylbenz[a]anthracene","7,10-dimethylbenzo[a]pyrene",18,24,12
"4-methylbenz[a]anthracene","1-methylpyrene",14,20,10
"4-methylbenz[a]anthracene","dibenzo[a,j]naphthacene",39,50,25
"4-methylbenz[a]anthracene","1,2-dimethylbenzo[a]pyrene",18,24,12
"4-methylbenz[a]anthracene","anthracene",26,32,16
"4-methylbenz[a]anthracene","4-methylpyrene",14,20,10
"4-methylbenz[a]anthracene","pentaphene",18,24,12
"4-methylbenz[a]anthracene","3-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","pyrene",19,26,13
"4-methylbenz[a]anthracene","2,3-dimethylbenzo[a]pyrene",16,20,10
"4-methylbenz[a]anthracene","7,12-dimethylbenz[a]anthracene",7,10,5
"4-methylbenz[a]anthracene","5-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","6-methylbenzo[c]phenanthrene",4,8,4
"4-methylbenz[a]anthracene","dibenzo[b,k]chrysene",37,46,23
"4-methylbenz[a]anthracene","12-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","naphthalene",47,58,29
"4-methylbenz[a]anthracene","anthanthrene",19,26,13
"4-methylbenz[a]anthracene","benzo[c]chrysene",18,24,12
"4-methylbenz[a]anthracene","4-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","7-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","naphtho[1,2-b]triphenylene",39,50,25
"4-methylbenz[a]anthracene","1-methylchrysene",2,4,2
"4-methylbenz[a]anthracene","9-methylbenz[a]anthracene",2,4,2
"4-methylbenz[a]anthracene","benzo[e]pyrene",10,16,8
"4-methylbenz[a]anthracene","triphenylene",9,14,7
"4-methylbenz[a]anthracene","dibenzo[a,l]pyrene",29,38,19
"4-methylbenz[a]anthracene","tribenzo[a,e,i]pyrene",50,64,32
"4-methylbenz[a]anthracene","benzo[a]pyrene",8,12,6
"4-methylbenz[a]anthracene","10-methylbenzo[a]pyrene",13,18,9
"4-methylbenz[a]anthracene","coronene",30,40,20
"4-methylbenz[a]anthracene","perylene",10,16,8
