graph1,graph2,2411,2412,6231
"molecule037","molecule004",20,24,12
"molecule037","molecule130",10,12,6
"molecule037","molecule049",9,14,7
"molecule037","molecule077",12,16,8
"molecule037","molecule091",12,16,8
"molecule037","molecule055",7,10,5
"molecule037","molecule100",12,16,8
"molecule037","molecule078",12,16,8
"molecule037","molecule131",10,12,6
"molecule037","molecule076",12,16,8
"molecule037","molecule041",7,10,5
"molecule037","molecule008",15,18,9
"molecule037","molecule016",7,10,5
"molecule037","molecule071",5,6,3
"molecule037","molecule074",7,10,5
"molecule037","molecule145",10,12,6
"molecule037","molecule019",5,6,3
"molecule037","molecule062",7,10,5
"molecule037","molecule007",15,18,9
"molecule037","molecule013",10,12,6
"molecule037","molecule122",12,16,8
"molecule037","molecule125",10,12,6
"molecule037","molecule118",10,12,6
"molecule037","molecule066",7,10,5
"molecule037","molecule127",10,12,6
"molecule037","molecule105",10,12,6
"molecule037","molecule120",12,16,8
"molecule037","molecule080",12,16,8
"molecule037","molecule083",12,16,8
"molecule037","molecule014",7,10,5
"molecule037","molecule003",25,30,15
"molecule037","molecule040",2,4,2
"molecule037","molecule117",12,16,8
"molecule037","molecule023",4,8,4
"molecule037","molecule067",5,6,3
"molecule037","molecule093",12,16,8
"molecule037","molecule039",2,4,2
"molecule037","molecule064",7,10,5
"molecule037","molecule059",7,10,5
"molecule037","molecule138",10,12,6
"molecule037","molecule082",12,16,8
"molecule037","molecule134",10,12,6
"molecule037","molecule002",30,36,18
"molecule037","molecule113",12,16,8
"molecule037","molecule143",12,16,8
"molecule037","molecule098",12,16,8
"molecule037","molecule029",2,4,2
"molecule037","molecule123",10,12,6
"molecule037","molecule073",5,6,3
"molecule037","molecule115",10,12,6
"molecule037","molecule042",7,10,5
"molecule037","molecule054",5,6,3
"molecule037","molecule031",2,4,2
"molecule037","molecule065",7,10,5
"molecule037","molecule009",12,16,8
"molecule037","molecule045",7,10,5
"molecule037","molecule068",5,6,3
"molecule037","molecule139",10,12,6
"molecule037","molecule011",10,12,6
"molecule037","molecule090",10,12,6
"molecule037","molecule075",7,10,5
"molecule037","molecule030",2,4,2
"molecule037","molecule103",12,16,8
"molecule037","molecule126",10,12,6
"molecule037","molecule050",7,10,5
"molecule037","molecule101",10,12,6
"molecule037","molecule044",9,14,7
"molecule037","molecule092",12,16,8
"molecule037","molecule106",10,12,6
"molecule037","molecule140",10,12,6
"molecule037","molecule148",10,12,6
"molecule037","molecule056",7,10,5
"molecule037","molecule063",5,6,3
"molecule037","molecule032",4,8,4
"molecule037","molecule109",10,12,6
"molecule037","molecule061",5,6,3
"molecule037","molecule070",7,10,5
"molecule037","molecule144",10,12,6
"molecule037","molecule005",20,24,12
"molecule037","molecule021",7,10,5
"molecule037","molecule124",10,12,6
"molecule037","molecule088",12,16,8
"molecule037","molecule035",2,4,2
"molecule037","molecule107",12,16,8
"molecule037","molecule128",12,16,8
"molecule037","molecule146",10,12,6
"molecule037","molecule022",5,6,3
"molecule037","molecule010",12,16,8
"molecule037","molecule012",10,12,6
"molecule037","molecule027",2,4,2
"molecule037","molecule051",7,10,5
"molecule037","molecule017",7,10,5
"molecule037","molecule046",7,10,5
"molecule037","molecule058",7,10,5
"molecule037","molecule112",12,16,8
"molecule037","molecule119",12,16,8
"molecule037","molecule047",7,10,5
"molecule037","molecule129",10,12,6
"molecule037","molecule024",4,8,4
"molecule037","molecule089",12,16,8
"molecule037","molecule006",17,22,11
"molecule037","molecule034",2,4,2
"molecule037","molecule081",12,16,8
"molecule037","molecule099",12,16,8
"molecule037","molecule015",7,10,5
"molecule037","molecule060",7,10,5
"molecule037","molecule038",2,4,2
"molecule037","molecule132",12,16,8
"molecule037","molecule086",12,16,8
"molecule037","molecule048",7,10,5
"molecule037","molecule052",7,10,5
"molecule037","molecule072",5,6,3
"molecule037","molecule133",12,16,8
"molecule037","molecule114",12,16,8
"molecule037","molecule137",10,12,6
"molecule037","molecule104",12,16,8
"molecule037","molecule142",12,16,8
"molecule037","molecule147",10,12,6
"molecule037","molecule110",10,12,6
"molecule037","molecule036",2,4,2
"molecule037","molecule084",12,16,8
"molecule037","molecule102",12,16,8
"molecule037","molecule053",7,10,5
"molecule037","molecule069",7,10,5
"molecule037","molecule001",35,42,21
"molecule037","molecule094",10,12,6
"molecule037","molecule149",12,16,8
"molecule037","molecule136",10,12,6
"molecule037","molecule085",10,12,6
"molecule037","molecule141",10,12,6
"molecule037","molecule020",5,6,3
"molecule037","molecule116",12,16,8
"molecule037","molecule018",7,10,5
"molecule037","molecule028",2,4,2
"molecule037","molecule057",7,10,5
"molecule037","molecule095",12,16,8
"molecule037","molecule033",2,4,2
"molecule037","molecule135",12,16,8
"molecule037","molecule043",7,10,5
"molecule037","molecule121",10,12,6
"molecule037","molecule079",12,16,8
"molecule037","molecule097",12,16,8
"molecule037","molecule108",12,16,8
"molecule037","molecule096",12,16,8
"molecule037","molecule111",10,12,6
"molecule037","molecule025",2,4,2
